loss,step
tensor(0.0143, grad_fn=<MseLossBackward0>),660
tensor(0.0443, grad_fn=<MseLossBackward0>),670
tensor(0.0261, grad_fn=<MseLossBackward0>),680
tensor(0.1002, grad_fn=<MseLossBackward0>),690
tensor(0.0110, grad_fn=<MseLossBackward0>),700
tensor(0.0237, grad_fn=<MseLossBackward0>),710
tensor(0.0044, grad_fn=<MseLossBackward0>),720
tensor(0.0204, grad_fn=<MseLossBackward0>),730
tensor(0.0037, grad_fn=<MseLossBackward0>),740
tensor(0.0055, grad_fn=<MseLossBackward0>),750
tensor(0.0088, grad_fn=<MseLossBackward0>),760
tensor(0.0067, grad_fn=<MseLossBackward0>),770
tensor(0.0072, grad_fn=<MseLossBackward0>),780
tensor(0.0025, grad_fn=<MseLossBackward0>),790
tensor(0.0018, grad_fn=<MseLossBackward0>),800
tensor(0.0055, grad_fn=<MseLossBackward0>),810
tensor(0.0069, grad_fn=<MseLossBackward0>),820
tensor(0.0197, grad_fn=<MseLossBackward0>),830
tensor(0.0216, grad_fn=<MseLossBackward0>),840
tensor(0.0153, grad_fn=<MseLossBackward0>),850
tensor(0.0140, grad_fn=<MseLossBackward0>),860
tensor(0.0034, grad_fn=<MseLossBackward0>),870
tensor(0.0456, grad_fn=<MseLossBackward0>),880
tensor(0.0116, grad_fn=<MseLossBackward0>),890
tensor(0.0043, grad_fn=<MseLossBackward0>),900
tensor(0.0025, grad_fn=<MseLossBackward0>),910
tensor(0.0512, grad_fn=<MseLossBackward0>),920
tensor(0.0094, grad_fn=<MseLossBackward0>),930
tensor(0.0506, grad_fn=<MseLossBackward0>),940
tensor(0.0440, grad_fn=<MseLossBackward0>),950
tensor(0.0154, grad_fn=<MseLossBackward0>),960
tensor(0.0233, grad_fn=<MseLossBackward0>),970
tensor(0.0138, grad_fn=<MseLossBackward0>),980
tensor(0.0034, grad_fn=<MseLossBackward0>),990
