Index,Labels,Loss,Isolation,Dist0nn,Dist1nn,Dist2nn,Dist3nn,Dist4nn,Dist5nn,Dist6nn,Dist7nn,Dist8nn,Dist9nn,Dist10nn,Dist11nn,Dist12nn,Dist13nn,Dist14nn,Dist15nn,Dist16nn,Dist17nn,Dist18nn,Dist19nn,Dist20nn,Dist21nn,Dist22nn,Dist23nn,Dist24nn,Dist25nn,Dist26nn,Dist27nn,Dist28nn,Dist29nn,Dist30nn,Dist31nn,Dist32nn,Dist33nn,Dist34nn,Dist35nn,Dist36nn,Dist37nn,Dist38nn,Dist39nn,Dist40nn,Dist41nn,Dist42nn,Dist43nn,Dist44nn,Dist45nn,Dist46nn,Dist47nn,Dist48nn,Dist49nn,LOF0nn,LOF1nn,LOF2nn,LOF3nn,LOF4nn,LOF5nn,LOF6nn,LOF7nn,LOF8nn,LOF9nn,LOF10nn,LOF11nn,LOF12nn,LOF13nn,LOF14nn,LOF15nn,LOF16nn,LOF17nn,LOF18nn,LOF19nn,LOF20nn,LOF21nn,LOF22nn,LOF23nn,LOF24nn,LOF25nn,LOF26nn,LOF27nn,LOF28nn,LOF29nn,LOF30nn,LOF31nn,LOF32nn,LOF33nn,LOF34nn,LOF35nn,LOF36nn,LOF37nn,LOF38nn,LOF39nn,LOF40nn,LOF41nn,LOF42nn,LOF43nn,LOF44nn,LOF45nn,LOF46nn,LOF47nn,LOF48nn,LOF49nn,Dist_mean,LOF_mean
10,0,0.390160332,0.410786224,0.991158522,1.305703968,1.389883502,1.517970719,1.518985543,1.531902759,1.570283612,1.571988686,1.586687301,1.60944559,1.624591114,1.63222646,1.650363293,1.677146293,1.703833194,1.740654763,1.744346986,1.757358797,1.793882704,1.801469981,1.808438864,1.847555214,1.84857654,1.850541103,1.854736521,1.876511213,1.891447657,1.89195894,1.896681471,1.917963478,1.924065858,1.932954959,1.966200049,1.969496674,1.972591418,1.979494737,1.989087312,1.993877133,1.99804533,2.014282629,2.016330037,2.02505192,2.026343397,2.027629272,2.028610785,2.033316722,2.03459247,2.040185476,2.045386396,2.050103292,1,1.005589889,1.096728599,1.084432079,1.079039987,1.07631545,1.073367506,1.056993004,1.041220417,1.023624017,1.019766031,1.022262936,1.034804106,1.034853584,1.036417883,1.070235802,1.079450867,1.104064978,1.12422797,1.137374289,1.12767307,1.120843073,1.113544246,1.10930073,1.11918019,1.111781012,1.113028169,1.122853573,1.131912563,1.126010261,1.121776363,1.121467001,1.117622917,1.124899157,1.130447095,1.128324658,1.133809201,1.140103096,1.14388093,1.142225762,1.137392914,1.14290014,1.147436155,1.15057265,1.146856308,1.142228573,1.1435764,1.141787617,1.140138843,1.136721986,1.809438813,1.102621281
11,0,0.264955653,0.276367589,0.674025897,0.703072478,0.859067129,0.869352696,0.965654517,1.054070006,1.112173404,1.199129485,1.217398915,1.225389799,1.363022959,1.410090682,1.428013775,1.437790601,1.44844556,1.45293794,1.470962273,1.474758361,1.537878718,1.557522236,1.56897087,1.572999612,1.630099736,1.632903884,1.655977305,1.661152402,1.667676713,1.670409754,1.678124471,1.678545157,1.710938682,1.715775452,1.716561742,1.722639313,1.734449824,1.741177715,1.741464202,1.745105178,1.779332759,1.784435778,1.792202687,1.806276168,1.82779089,1.830519974,1.84473352,1.858626439,1.862786142,1.877175882,1.883140999,1.883836794,3.370129483,0.989958687,0.928085627,1.004719217,1.021328496,1.026485133,1.022448651,1.00928289,1.007445857,1.015407108,1.009001065,1.015831319,1.023043464,1.042211662,1.041647132,1.050511407,1.046489666,1.047695475,1.047011524,1.045874921,1.043145187,1.048295217,1.050183381,1.062632047,1.06340831,1.069563224,1.073331033,1.076235222,1.074233383,1.0798974,1.077341817,1.081152576,1.088458012,1.093482734,1.094402656,1.096437299,1.097853903,1.096601479,1.092831252,1.090702974,1.093852888,1.09832101,1.102315876,1.10586635,1.109466532,1.111201577,1.109165075,1.111294084,1.108589502,1.106561671,1.53473175,1.107428649
12,0,0.081083251,0.026442555,0.341133232,0.370688731,0.444412304,0.541725036,0.591431213,0.656643099,0.680848269,0.723550854,0.733067017,0.734066053,0.736088318,0.758922736,0.801950256,0.809201052,0.893502765,0.919649171,0.942840315,0.951322163,0.960017007,0.960658246,0.985883805,0.996770625,1.00695573,1.048201691,1.055263986,1.116436965,1.118769619,1.130977437,1.132139207,1.145904954,1.165580215,1.188390389,1.190043395,1.196914507,1.198307288,1.201188909,1.230649135,1.236832927,1.246595509,1.251528655,1.258298814,1.259042037,1.269261027,1.280557953,1.296310096,1.306328955,1.318815631,1.326626561,1.331251819,1.33682741,1,1.066978965,0.988736543,1.002949969,0.976865819,0.970348077,0.981461785,0.972984952,0.995861149,1.006032472,0.999960638,0.97657673,0.974278354,0.982333096,0.981363892,0.979663677,0.974367975,0.983036759,0.971600716,0.972553141,0.978361142,0.980104909,0.981574878,0.98463156,0.98410993,0.980045981,0.982187733,0.983842134,0.988946382,0.985486547,0.985097193,0.983296,0.983455491,0.98296155,0.981412162,0.982989317,0.983292813,0.983609553,0.983493524,0.984701518,0.984831757,0.983482009,0.983106663,0.983019805,0.980918883,0.980679804,0.979916253,0.979175884,0.978636514,0.979290695,1.007567462,0.984692266
13,0,0.394115096,0.277090154,0.949564257,1.247569311,1.301458715,1.386612698,1.409273746,1.420322139,1.421128636,1.426283073,1.452288707,1.473744834,1.503345755,1.545401111,1.557365029,1.562789724,1.569087736,1.575520213,1.582685932,1.590472246,1.642882614,1.663611351,1.666429424,1.667538562,1.687324585,1.697706475,1.699357511,1.725446276,1.7254571,1.73685478,1.737599821,1.739088219,1.740688904,1.742945604,1.743496831,1.750515566,1.753554402,1.763805003,1.768382541,1.76887652,1.769423693,1.770000082,1.771781318,1.789297143,1.796302129,1.805428958,1.808157698,1.815957743,1.819020908,1.824326913,1.83048714,1.844997698,1,1.044273823,1.036568138,1.172974717,1.153287862,1.111794574,1.097663945,1.072059424,1.046996099,1.051409724,1.04913765,1.077087324,1.07571098,1.073328483,1.090833635,1.101053817,1.110740039,1.124706551,1.133762608,1.14112157,1.14578328,1.146380617,1.151401474,1.154212724,1.156990047,1.157378223,1.15186741,1.152201443,1.144263501,1.146277352,1.146693912,1.144035087,1.136574567,1.136784458,1.137580888,1.13621141,1.133011327,1.125843898,1.124983139,1.120792567,1.119534171,1.117917914,1.118065097,1.115201949,1.113045544,1.111073911,1.107588165,1.107459139,1.104080955,1.100798225,1.640833148,1.114570867
14,0,0.168564023,0.194820226,0.578427882,0.587301943,0.602796629,0.721276344,0.758565766,0.86883256,0.875384585,0.885903069,0.90249483,0.909682725,0.91015807,0.930106804,0.961732069,1.040373069,1.055962113,1.056927242,1.086699899,1.093477407,1.110877697,1.131035734,1.151259334,1.161695578,1.190043395,1.200989643,1.206449185,1.227615132,1.25754145,1.263968976,1.277802254,1.333877729,1.348390344,1.349316206,1.352196246,1.378100685,1.382554021,1.38328922,1.390711557,1.393100774,1.396393988,1.40635256,1.407047503,1.417947414,1.42825596,1.435176656,1.443912657,1.448700902,1.450513786,1.473298997,1.483376995,1.486406923,1,1.081584499,1.061383666,1.075423876,1.117265565,1.052806077,1.033480869,1.005305329,0.997071788,1.001866891,1.007771577,1.006577635,1.004411687,0.998898162,1.001932242,0.998467487,0.998035898,1.007116155,1.015587848,1.014913423,1.013181942,1.010217847,1.011388656,1.005775104,1.005964483,1.002849751,0.999241621,0.998862607,0.997797717,0.998205456,0.997507599,0.99661003,0.997162696,0.995103038,0.994041489,0.995277655,0.995996278,0.997419716,0.996210104,0.995657602,0.994509502,0.994972919,0.995215029,0.994497745,0.994084391,0.993480297,0.994136882,0.99353305,0.994099101,0.99470833,1.17188605,1.008552186
15,0,0.136129476,0.134812893,0.378856669,0.512381346,0.519541683,0.527081319,0.871406482,1.021134678,1.107105475,1.124539385,1.154158524,1.180512425,1.182627819,1.186910687,1.209913678,1.222450969,1.225019537,1.228233767,1.257343987,1.305008353,1.31362156,1.317562891,1.322361581,1.330114906,1.362340623,1.363675973,1.366642952,1.378201606,1.394175544,1.394231015,1.402626886,1.409725802,1.41686083,1.421823907,1.430414398,1.434091598,1.445492338,1.449585644,1.453140341,1.466329306,1.477423918,1.484764343,1.490021602,1.49613677,1.499167035,1.512271709,1.531248404,1.538679171,1.53894734,1.545049059,1.557785604,1.562161243,1.123350978,1.047838541,0.99337343,1.00480456,0.981284573,0.989939032,0.973112649,0.994461081,1.006132056,1.013422531,1.011630816,1.008337707,1.002575935,1.007670546,1.008574892,1.004959431,1.002070779,1.007047481,1.013499199,1.022140542,1.025459793,1.02364587,1.03102012,1.030363248,1.030911841,1.032458487,1.032840589,1.033091982,1.031530166,1.032360953,1.031416014,1.027885007,1.03017058,1.0282198,1.027425159,1.024654826,1.023985311,1.025833231,1.024051556,1.023440844,1.022195083,1.02055431,1.017080883,1.017344061,1.017848918,1.018880518,1.019052638,1.018288754,1.016883181,1.01769716,1.286418054,1.019456353
16,0,0.020894879,0.074587254,0.352245372,0.507221719,0.581186526,0.616874662,0.731193194,0.736466884,0.748439209,0.796263416,0.848623149,0.856600967,0.904583664,0.928998681,0.932573644,0.954948919,0.956316381,0.957553632,0.963878562,0.967517392,0.972465899,0.986064074,0.992342472,0.992646178,1.046830785,1.061888909,1.063909806,1.065937303,1.070621781,1.073739614,1.076153832,1.088260497,1.11141114,1.116028399,1.121033524,1.13137085,1.139200499,1.139775386,1.142668262,1.153618494,1.155381294,1.16306944,1.165974311,1.173861479,1.187802989,1.191741826,1.19837947,1.204385056,1.21109209,1.212093728,1.215629226,1.242602755,1,1.094532298,1.113859122,1.031548072,1.103116359,1.116056315,1.081747396,1.061300714,1.040127101,1.031394371,1.042004478,1.035887753,1.013093603,0.994517822,0.983692253,0.973730045,0.971480717,0.967039981,0.970742315,0.970566149,0.971305429,0.973107596,0.976168872,0.982062953,0.982787996,0.978512739,0.976756354,0.976918668,0.976194711,0.97476637,0.975119793,0.976638317,0.975721894,0.978835244,0.981131749,0.983029612,0.98255387,0.984595639,0.986482757,0.987747596,0.989847628,0.990176794,0.990286897,0.990979439,0.989790304,0.991297328,0.991327199,0.990324775,0.989264394,0.989485921,1.004189347,1.001593114
17,0,0.242184667,0.19500308,0.836450832,0.860910769,0.930800462,0.937047417,0.984848358,1.094574695,1.221357797,1.268497134,1.27060194,1.298118999,1.311030821,1.340977423,1.352973914,1.363022959,1.404636641,1.409854504,1.411152251,1.413440208,1.434031698,1.441893227,1.445232886,1.469152505,1.47703824,1.498159633,1.509654291,1.548551432,1.564286306,1.564914142,1.578608394,1.586146934,1.597296071,1.599378484,1.60256006,1.613904605,1.61403053,1.622732346,1.624991252,1.627772993,1.632307224,1.633677017,1.650075704,1.656052358,1.663205267,1.665381073,1.669841371,1.670643614,1.692021069,1.693382798,1.693841501,1.700357003,1,1.001791071,1.0206871,0.940019227,0.974827221,1.000672526,1.041715153,1.025738106,1.042771372,1.060795013,1.040459144,1.029066948,1.016877173,1.013244279,1.023501971,1.029116487,1.029252128,1.027380446,1.029411122,1.028783058,1.031056439,1.039818668,1.045875071,1.043886451,1.045118738,1.043114136,1.046778371,1.049219376,1.045983334,1.051276657,1.049512384,1.049250283,1.046981017,1.044799861,1.044114629,1.042887627,1.043872919,1.047523829,1.047003784,1.051061294,1.052716745,1.055542812,1.058029125,1.056970963,1.055757128,1.055132643,1.05791909,1.059659705,1.059194413,1.059181496,1.455028383,1.037106971
18,0,0.246338825,0.198689015,0.61911018,0.658887732,0.668460821,0.673591034,0.734066053,0.769760217,0.797149158,0.815201824,0.822017118,0.865483732,0.883553637,0.909354459,0.949936213,1.053647165,1.056707504,1.075697251,1.082408619,1.088462369,1.113200786,1.116232421,1.118649872,1.18184898,1.18774023,1.264280797,1.277802254,1.298333859,1.300231006,1.337434614,1.337824436,1.339413621,1.343110249,1.354593409,1.363255574,1.364104153,1.369410256,1.372114949,1.397292625,1.411115922,1.422010354,1.441444124,1.447227147,1.4593626,1.46406898,1.468749476,1.478910131,1.492880058,1.510096536,1.517173666,1.524442154,1.538501748,1.81486329,1.484758394,1.30974883,1.1540615,1.099891798,1.053766656,1.031609276,1.013047632,0.997211598,0.975814428,0.962590958,0.961319548,0.965154327,0.974215455,0.975421631,0.981331472,0.986713173,0.990409753,0.98724764,0.989919568,0.991097331,0.992686924,0.994088961,0.991986644,0.995014294,0.994589875,0.994673538,0.995752858,0.996291998,0.998062278,0.998540868,0.99860978,0.997853003,0.998580164,0.998400398,0.99686746,0.995063471,0.993778579,0.99288697,0.992853341,0.991681431,0.991853477,0.992645388,0.991113079,0.990956047,0.990429645,0.990388937,0.990797919,0.99159008,0.99115614,1.182727041,1.030587756
19,0,0.259890055,0.230455941,0.893841734,1.019945718,1.0527705,1.097520225,1.278723918,1.290839085,1.30980595,1.313745286,1.330448522,1.342829025,1.364113801,1.371475405,1.382303928,1.389331713,1.394505784,1.397836296,1.399906691,1.402597464,1.413514455,1.434360196,1.445709466,1.456960164,1.471031315,1.484294124,1.484490266,1.490596521,1.514548193,1.522092289,1.529906199,1.538501748,1.554402951,1.559623705,1.561438571,1.568275666,1.577117826,1.592535254,1.600215291,1.603158115,1.603275753,1.604351019,1.60944559,1.621775861,1.623857271,1.624432917,1.645988174,1.658499106,1.662113783,1.67188838,1.674210846,1.68398412,1,0.93581461,1.038651894,0.965193066,0.964313029,1.004953826,1.000533045,1.009801801,1.065212004,1.11606449,1.14874912,1.136035667,1.1506823,1.15744324,1.135554778,1.145259371,1.136640321,1.142238146,1.142885009,1.136130181,1.118703474,1.112357699,1.093863874,1.092740163,1.088175266,1.084937642,1.077201201,1.071600457,1.069102749,1.070713628,1.069801465,1.071309242,1.071632753,1.070416769,1.071028771,1.069147674,1.066115246,1.061473553,1.058611763,1.057736445,1.055543591,1.054658174,1.051538395,1.05128026,1.05028689,1.048751077,1.049346394,1.046847015,1.045263503,1.045120264,1.462382724,1.071549226
