loss,step
tensor(0.0573, grad_fn=<MseLossBackward0>),880
tensor(0.0673, grad_fn=<MseLossBackward0>),890
tensor(0.0184, grad_fn=<MseLossBackward0>),900
tensor(0.0409, grad_fn=<MseLossBackward0>),910
tensor(0.0445, grad_fn=<MseLossBackward0>),920
tensor(0.0064, grad_fn=<MseLossBackward0>),930
tensor(0.0052, grad_fn=<MseLossBackward0>),940
tensor(0.0070, grad_fn=<MseLossBackward0>),950
tensor(0.0125, grad_fn=<MseLossBackward0>),960
tensor(0.0173, grad_fn=<MseLossBackward0>),970
tensor(0.0157, grad_fn=<MseLossBackward0>),980
tensor(0.0190, grad_fn=<MseLossBackward0>),990
tensor(0.0170, grad_fn=<MseLossBackward0>),1000
tensor(0.0020, grad_fn=<MseLossBackward0>),1010
tensor(0.0411, grad_fn=<MseLossBackward0>),1020
tensor(0.0151, grad_fn=<MseLossBackward0>),1030
tensor(0.0276, grad_fn=<MseLossBackward0>),1040
tensor(0.0224, grad_fn=<MseLossBackward0>),1050
tensor(0.0099, grad_fn=<MseLossBackward0>),1060
tensor(0.0064, grad_fn=<MseLossBackward0>),1070
tensor(0.0233, grad_fn=<MseLossBackward0>),1080
tensor(0.0213, grad_fn=<MseLossBackward0>),1090
tensor(0.0194, grad_fn=<MseLossBackward0>),1100
tensor(0.0078, grad_fn=<MseLossBackward0>),1110
tensor(0.0073, grad_fn=<MseLossBackward0>),1120
tensor(0.0178, grad_fn=<MseLossBackward0>),1130
tensor(0.0062, grad_fn=<MseLossBackward0>),1140
tensor(0.0074, grad_fn=<MseLossBackward0>),1150
tensor(0.0295, grad_fn=<MseLossBackward0>),1160
tensor(0.0132, grad_fn=<MseLossBackward0>),1170
tensor(0.0035, grad_fn=<MseLossBackward0>),1180
tensor(0.0455, grad_fn=<MseLossBackward0>),1190
tensor(0.0144, grad_fn=<MseLossBackward0>),1200
tensor(0.0106, grad_fn=<MseLossBackward0>),1210
tensor(0.0179, grad_fn=<MseLossBackward0>),1220
tensor(0.0085, grad_fn=<MseLossBackward0>),1230
tensor(0.0617, grad_fn=<MseLossBackward0>),1240
tensor(0.0043, grad_fn=<MseLossBackward0>),1250
tensor(0.0445, grad_fn=<MseLossBackward0>),1260
tensor(0.0148, grad_fn=<MseLossBackward0>),1270
tensor(0.0392, grad_fn=<MseLossBackward0>),1280
tensor(0.0164, grad_fn=<MseLossBackward0>),1290
tensor(0.0035, grad_fn=<MseLossBackward0>),1300
tensor(0.0178, grad_fn=<MseLossBackward0>),1310
tensor(0.0047, grad_fn=<MseLossBackward0>),1320
tensor(0.0053, grad_fn=<MseLossBackward0>),1330
tensor(0.0407, grad_fn=<MseLossBackward0>),1340
tensor(0.0053, grad_fn=<MseLossBackward0>),1350
tensor(0.0182, grad_fn=<MseLossBackward0>),1360
tensor(0.0282, grad_fn=<MseLossBackward0>),1370
tensor(0.0369, grad_fn=<MseLossBackward0>),1380
tensor(0.0032, grad_fn=<MseLossBackward0>),1390
tensor(0.0055, grad_fn=<MseLossBackward0>),1400
tensor(0.0382, grad_fn=<MseLossBackward0>),1410
tensor(0.0136, grad_fn=<MseLossBackward0>),1420
tensor(0.0037, grad_fn=<MseLossBackward0>),1430
tensor(0.0214, grad_fn=<MseLossBackward0>),1440
tensor(0.0062, grad_fn=<MseLossBackward0>),1450
tensor(0.0055, grad_fn=<MseLossBackward0>),1460
tensor(0.0277, grad_fn=<MseLossBackward0>),1470
tensor(0.0330, grad_fn=<MseLossBackward0>),1480
tensor(0.0090, grad_fn=<MseLossBackward0>),1490
tensor(0.0026, grad_fn=<MseLossBackward0>),1500
tensor(0.0155, grad_fn=<MseLossBackward0>),1510
tensor(0.0749, grad_fn=<MseLossBackward0>),1520
tensor(0.0089, grad_fn=<MseLossBackward0>),1530
tensor(0.0297, grad_fn=<MseLossBackward0>),1540
tensor(0.0092, grad_fn=<MseLossBackward0>),1550
tensor(0.0068, grad_fn=<MseLossBackward0>),1560
tensor(0.0044, grad_fn=<MseLossBackward0>),1570
tensor(0.0200, grad_fn=<MseLossBackward0>),1580
tensor(0.0312, grad_fn=<MseLossBackward0>),1590
tensor(0.0056, grad_fn=<MseLossBackward0>),1600
tensor(0.0066, grad_fn=<MseLossBackward0>),1610
tensor(0.0675, grad_fn=<MseLossBackward0>),1620
tensor(0.0083, grad_fn=<MseLossBackward0>),1630
tensor(0.0164, grad_fn=<MseLossBackward0>),1640
tensor(0.0335, grad_fn=<MseLossBackward0>),1650
tensor(0.0043, grad_fn=<MseLossBackward0>),1660
tensor(0.0253, grad_fn=<MseLossBackward0>),1670
tensor(0.0297, grad_fn=<MseLossBackward0>),1680
tensor(0.0127, grad_fn=<MseLossBackward0>),1690
tensor(0.0050, grad_fn=<MseLossBackward0>),1700
tensor(0.0358, grad_fn=<MseLossBackward0>),1710
tensor(0.0188, grad_fn=<MseLossBackward0>),1720
tensor(0.0083, grad_fn=<MseLossBackward0>),1730
tensor(0.0128, grad_fn=<MseLossBackward0>),1740
tensor(0.0532, grad_fn=<MseLossBackward0>),1750
tensor(0.0129, grad_fn=<MseLossBackward0>),1760
tensor(0.0181, grad_fn=<MseLossBackward0>),1770
tensor(0.0046, grad_fn=<MseLossBackward0>),1780
tensor(0.0275, grad_fn=<MseLossBackward0>),1790
tensor(0.0098, grad_fn=<MseLossBackward0>),1800
tensor(0.0210, grad_fn=<MseLossBackward0>),1810
tensor(0.0082, grad_fn=<MseLossBackward0>),1820
tensor(0.0094, grad_fn=<MseLossBackward0>),1830
tensor(0.0048, grad_fn=<MseLossBackward0>),1840
tensor(0.0638, grad_fn=<MseLossBackward0>),1850
tensor(0.0328, grad_fn=<MseLossBackward0>),1860
tensor(0.0074, grad_fn=<MseLossBackward0>),1870
tensor(0.0048, grad_fn=<MseLossBackward0>),1880
tensor(0.0630, grad_fn=<MseLossBackward0>),1890
tensor(0.0120, grad_fn=<MseLossBackward0>),1900
tensor(0.0331, grad_fn=<MseLossBackward0>),1910
tensor(0.0148, grad_fn=<MseLossBackward0>),1920
tensor(0.0108, grad_fn=<MseLossBackward0>),1930
tensor(0.0102, grad_fn=<MseLossBackward0>),1940
tensor(0.0100, grad_fn=<MseLossBackward0>),1950
tensor(0.0175, grad_fn=<MseLossBackward0>),1960
tensor(0.0178, grad_fn=<MseLossBackward0>),1970
tensor(0.0205, grad_fn=<MseLossBackward0>),1980
tensor(0.0420, grad_fn=<MseLossBackward0>),1990
tensor(0.0306, grad_fn=<MseLossBackward0>),2000
tensor(0.0338, grad_fn=<MseLossBackward0>),2010
tensor(0.0112, grad_fn=<MseLossBackward0>),2020
tensor(0.0032, grad_fn=<MseLossBackward0>),2030
tensor(0.0696, grad_fn=<MseLossBackward0>),2040
tensor(0.0200, grad_fn=<MseLossBackward0>),2050
tensor(0.0038, grad_fn=<MseLossBackward0>),2060
tensor(0.0040, grad_fn=<MseLossBackward0>),2070
tensor(0.0022, grad_fn=<MseLossBackward0>),2080
tensor(0.0041, grad_fn=<MseLossBackward0>),2090
tensor(0.0036, grad_fn=<MseLossBackward0>),2100
tensor(0.0137, grad_fn=<MseLossBackward0>),2110
tensor(0.0054, grad_fn=<MseLossBackward0>),2120
tensor(0.0033, grad_fn=<MseLossBackward0>),2130
tensor(0.0181, grad_fn=<MseLossBackward0>),2140
tensor(0.0136, grad_fn=<MseLossBackward0>),2150
tensor(0.0048, grad_fn=<MseLossBackward0>),2160
tensor(0.0046, grad_fn=<MseLossBackward0>),2170
tensor(0.0018, grad_fn=<MseLossBackward0>),2180
tensor(0.0674, grad_fn=<MseLossBackward0>),2190
tensor(0.0345, grad_fn=<MseLossBackward0>),2200
tensor(0.0026, grad_fn=<MseLossBackward0>),2210
tensor(0.0138, grad_fn=<MseLossBackward0>),2220
tensor(0.0260, grad_fn=<MseLossBackward0>),2230
tensor(0.0068, grad_fn=<MseLossBackward0>),2240
tensor(0.0060, grad_fn=<MseLossBackward0>),2250
tensor(0.0059, grad_fn=<MseLossBackward0>),2260
tensor(0.0031, grad_fn=<MseLossBackward0>),2270
tensor(0.0240, grad_fn=<MseLossBackward0>),2280
tensor(0.0182, grad_fn=<MseLossBackward0>),2290
tensor(0.0784, grad_fn=<MseLossBackward0>),2300
tensor(0.0053, grad_fn=<MseLossBackward0>),2310
tensor(0.0168, grad_fn=<MseLossBackward0>),2320
tensor(0.0109, grad_fn=<MseLossBackward0>),2330
tensor(0.0114, grad_fn=<MseLossBackward0>),2340
tensor(0.0125, grad_fn=<MseLossBackward0>),2350
tensor(0.0255, grad_fn=<MseLossBackward0>),2360
tensor(0.0304, grad_fn=<MseLossBackward0>),2370
tensor(0.0045, grad_fn=<MseLossBackward0>),2380
tensor(0.0085, grad_fn=<MseLossBackward0>),2390
tensor(0.0482, grad_fn=<MseLossBackward0>),2400
tensor(0.0106, grad_fn=<MseLossBackward0>),2410
tensor(0.0116, grad_fn=<MseLossBackward0>),2420
tensor(0.0114, grad_fn=<MseLossBackward0>),2430
tensor(0.0092, grad_fn=<MseLossBackward0>),2440
tensor(0.0049, grad_fn=<MseLossBackward0>),2450
tensor(0.0178, grad_fn=<MseLossBackward0>),2460
tensor(0.0065, grad_fn=<MseLossBackward0>),2470
tensor(0.0034, grad_fn=<MseLossBackward0>),2480
tensor(0.0263, grad_fn=<MseLossBackward0>),2490
tensor(0.0068, grad_fn=<MseLossBackward0>),2500
tensor(0.0185, grad_fn=<MseLossBackward0>),2510
tensor(0.0057, grad_fn=<MseLossBackward0>),2520
tensor(0.0128, grad_fn=<MseLossBackward0>),2530
tensor(0.0527, grad_fn=<MseLossBackward0>),2540
tensor(0.0033, grad_fn=<MseLossBackward0>),2550
tensor(0.0031, grad_fn=<MseLossBackward0>),2560
tensor(0.0136, grad_fn=<MseLossBackward0>),2570
tensor(0.0287, grad_fn=<MseLossBackward0>),2580
tensor(0.0612, grad_fn=<MseLossBackward0>),2590
tensor(0.0155, grad_fn=<MseLossBackward0>),2600
tensor(0.0194, grad_fn=<MseLossBackward0>),2610
tensor(0.0235, grad_fn=<MseLossBackward0>),2620
tensor(0.0109, grad_fn=<MseLossBackward0>),2630
tensor(0.0255, grad_fn=<MseLossBackward0>),2640
tensor(0.0201, grad_fn=<MseLossBackward0>),2650
tensor(0.0057, grad_fn=<MseLossBackward0>),2660
tensor(0.0361, grad_fn=<MseLossBackward0>),2670
tensor(0.0034, grad_fn=<MseLossBackward0>),2680
tensor(0.0027, grad_fn=<MseLossBackward0>),2690
tensor(0.0072, grad_fn=<MseLossBackward0>),2700
tensor(0.0584, grad_fn=<MseLossBackward0>),2710
tensor(0.0314, grad_fn=<MseLossBackward0>),2720
tensor(0.0490, grad_fn=<MseLossBackward0>),2730
tensor(0.0195, grad_fn=<MseLossBackward0>),2740
tensor(0.0122, grad_fn=<MseLossBackward0>),2750
tensor(0.0245, grad_fn=<MseLossBackward0>),2760
tensor(0.0023, grad_fn=<MseLossBackward0>),2770
tensor(0.0086, grad_fn=<MseLossBackward0>),2780
tensor(0.0098, grad_fn=<MseLossBackward0>),2790
tensor(0.0042, grad_fn=<MseLossBackward0>),2800
tensor(0.0046, grad_fn=<MseLossBackward0>),2810
tensor(0.0089, grad_fn=<MseLossBackward0>),2820
tensor(0.0013, grad_fn=<MseLossBackward0>),2830
tensor(0.0039, grad_fn=<MseLossBackward0>),2840
tensor(0.0015, grad_fn=<MseLossBackward0>),2850
tensor(0.0045, grad_fn=<MseLossBackward0>),2860
tensor(0.0189, grad_fn=<MseLossBackward0>),2870
tensor(0.0186, grad_fn=<MseLossBackward0>),2880
tensor(0.0048, grad_fn=<MseLossBackward0>),2890
tensor(0.0257, grad_fn=<MseLossBackward0>),2900
tensor(0.0020, grad_fn=<MseLossBackward0>),2910
tensor(0.0100, grad_fn=<MseLossBackward0>),2920
tensor(0.0079, grad_fn=<MseLossBackward0>),2930
tensor(0.0029, grad_fn=<MseLossBackward0>),2940
tensor(0.0038, grad_fn=<MseLossBackward0>),2950
tensor(0.0303, grad_fn=<MseLossBackward0>),2960
tensor(0.0100, grad_fn=<MseLossBackward0>),2970
tensor(0.0068, grad_fn=<MseLossBackward0>),2980
tensor(0.0337, grad_fn=<MseLossBackward0>),2990
tensor(0.0108, grad_fn=<MseLossBackward0>),3000
tensor(0.0218, grad_fn=<MseLossBackward0>),3010
tensor(0.0729, grad_fn=<MseLossBackward0>),3020
tensor(0.0173, grad_fn=<MseLossBackward0>),3030
tensor(0.0027, grad_fn=<MseLossBackward0>),3040
tensor(0.0404, grad_fn=<MseLossBackward0>),3050
tensor(0.0037, grad_fn=<MseLossBackward0>),3060
tensor(0.0359, grad_fn=<MseLossBackward0>),3070
tensor(0.0065, grad_fn=<MseLossBackward0>),3080
tensor(0.0018, grad_fn=<MseLossBackward0>),3090
tensor(0.0110, grad_fn=<MseLossBackward0>),3100
tensor(0.0016, grad_fn=<MseLossBackward0>),3110
tensor(0.0013, grad_fn=<MseLossBackward0>),3120
tensor(0.0242, grad_fn=<MseLossBackward0>),3130
tensor(0.0030, grad_fn=<MseLossBackward0>),3140
tensor(0.0186, grad_fn=<MseLossBackward0>),3150
tensor(0.0035, grad_fn=<MseLossBackward0>),3160
tensor(0.0258, grad_fn=<MseLossBackward0>),3170
tensor(0.0118, grad_fn=<MseLossBackward0>),3180
tensor(0.0053, grad_fn=<MseLossBackward0>),3190
tensor(0.0198, grad_fn=<MseLossBackward0>),3200
tensor(0.0277, grad_fn=<MseLossBackward0>),3210
tensor(0.0134, grad_fn=<MseLossBackward0>),3220
tensor(0.0057, grad_fn=<MseLossBackward0>),3230
tensor(0.0039, grad_fn=<MseLossBackward0>),3240
tensor(0.0041, grad_fn=<MseLossBackward0>),3250
tensor(0.0046, grad_fn=<MseLossBackward0>),3260
tensor(0.0101, grad_fn=<MseLossBackward0>),3270
tensor(0.0026, grad_fn=<MseLossBackward0>),3280
tensor(0.0055, grad_fn=<MseLossBackward0>),3290
tensor(0.0088, grad_fn=<MseLossBackward0>),3300
tensor(0.0202, grad_fn=<MseLossBackward0>),3310
tensor(0.0021, grad_fn=<MseLossBackward0>),3320
tensor(0.0149, grad_fn=<MseLossBackward0>),3330
tensor(0.0032, grad_fn=<MseLossBackward0>),3340
tensor(0.0238, grad_fn=<MseLossBackward0>),3350
tensor(0.0131, grad_fn=<MseLossBackward0>),3360
tensor(0.0336, grad_fn=<MseLossBackward0>),3370
tensor(0.0025, grad_fn=<MseLossBackward0>),3380
tensor(0.0146, grad_fn=<MseLossBackward0>),3390
tensor(0.0046, grad_fn=<MseLossBackward0>),3400
tensor(0.0020, grad_fn=<MseLossBackward0>),3410
tensor(0.0013, grad_fn=<MseLossBackward0>),3420
tensor(0.0165, grad_fn=<MseLossBackward0>),3430
tensor(0.0203, grad_fn=<MseLossBackward0>),3440
tensor(0.0027, grad_fn=<MseLossBackward0>),3450
tensor(0.0049, grad_fn=<MseLossBackward0>),3460
tensor(0.0341, grad_fn=<MseLossBackward0>),3470
tensor(0.0054, grad_fn=<MseLossBackward0>),3480
tensor(0.0052, grad_fn=<MseLossBackward0>),3490
tensor(0.0051, grad_fn=<MseLossBackward0>),3500
tensor(0.0017, grad_fn=<MseLossBackward0>),3510
tensor(0.0016, grad_fn=<MseLossBackward0>),3520
tensor(0.0090, grad_fn=<MseLossBackward0>),3530
tensor(0.0030, grad_fn=<MseLossBackward0>),3540
tensor(0.0059, grad_fn=<MseLossBackward0>),3550
tensor(0.0047, grad_fn=<MseLossBackward0>),3560
tensor(0.0259, grad_fn=<MseLossBackward0>),3570
tensor(0.0026, grad_fn=<MseLossBackward0>),3580
tensor(0.0046, grad_fn=<MseLossBackward0>),3590
tensor(0.0034, grad_fn=<MseLossBackward0>),3600
tensor(0.0320, grad_fn=<MseLossBackward0>),3610
tensor(0.0304, grad_fn=<MseLossBackward0>),3620
tensor(0.0120, grad_fn=<MseLossBackward0>),3630
tensor(0.0016, grad_fn=<MseLossBackward0>),3640
tensor(0.0336, grad_fn=<MseLossBackward0>),3650
tensor(0.0152, grad_fn=<MseLossBackward0>),3660
tensor(0.0352, grad_fn=<MseLossBackward0>),3670
tensor(0.0378, grad_fn=<MseLossBackward0>),3680
tensor(0.0014, grad_fn=<MseLossBackward0>),3690
tensor(0.0182, grad_fn=<MseLossBackward0>),3700
tensor(0.0132, grad_fn=<MseLossBackward0>),3710
tensor(0.0079, grad_fn=<MseLossBackward0>),3720
tensor(0.0384, grad_fn=<MseLossBackward0>),3730
tensor(0.0218, grad_fn=<MseLossBackward0>),3740
tensor(0.0146, grad_fn=<MseLossBackward0>),3750
tensor(0.0035, grad_fn=<MseLossBackward0>),3760
tensor(0.0013, grad_fn=<MseLossBackward0>),3770
tensor(0.0105, grad_fn=<MseLossBackward0>),3780
tensor(0.0008, grad_fn=<MseLossBackward0>),3790
tensor(0.0234, grad_fn=<MseLossBackward0>),3800
tensor(0.0037, grad_fn=<MseLossBackward0>),3810
tensor(0.0014, grad_fn=<MseLossBackward0>),3820
tensor(0.0082, grad_fn=<MseLossBackward0>),3830
tensor(0.0018, grad_fn=<MseLossBackward0>),3840
tensor(0.0012, grad_fn=<MseLossBackward0>),3850
tensor(0.0224, grad_fn=<MseLossBackward0>),3860
tensor(0.0370, grad_fn=<MseLossBackward0>),3870
tensor(0.0463, grad_fn=<MseLossBackward0>),3880
tensor(0.0621, grad_fn=<MseLossBackward0>),3890
tensor(0.0015, grad_fn=<MseLossBackward0>),3900
tensor(0.0013, grad_fn=<MseLossBackward0>),3910
tensor(0.0012, grad_fn=<MseLossBackward0>),3920
tensor(0.0366, grad_fn=<MseLossBackward0>),3930
tensor(0.0015, grad_fn=<MseLossBackward0>),3940
tensor(0.0061, grad_fn=<MseLossBackward0>),3950
tensor(0.0169, grad_fn=<MseLossBackward0>),3960
tensor(0.0652, grad_fn=<MseLossBackward0>),3970
tensor(0.0013, grad_fn=<MseLossBackward0>),3980
tensor(0.0075, grad_fn=<MseLossBackward0>),3990
tensor(0.0109, grad_fn=<MseLossBackward0>),4000
tensor(0.0593, grad_fn=<MseLossBackward0>),4010
tensor(0.0046, grad_fn=<MseLossBackward0>),4020
tensor(0.0026, grad_fn=<MseLossBackward0>),4030
tensor(0.0020, grad_fn=<MseLossBackward0>),4040
tensor(0.0074, grad_fn=<MseLossBackward0>),4050
tensor(0.0027, grad_fn=<MseLossBackward0>),4060
tensor(0.0125, grad_fn=<MseLossBackward0>),4070
tensor(0.0027, grad_fn=<MseLossBackward0>),4080
tensor(0.0032, grad_fn=<MseLossBackward0>),4090
tensor(0.0031, grad_fn=<MseLossBackward0>),4100
tensor(0.0056, grad_fn=<MseLossBackward0>),4110
tensor(0.0314, grad_fn=<MseLossBackward0>),4120
tensor(0.0028, grad_fn=<MseLossBackward0>),4130
tensor(0.0148, grad_fn=<MseLossBackward0>),4140
tensor(0.0021, grad_fn=<MseLossBackward0>),4150
tensor(0.0008, grad_fn=<MseLossBackward0>),4160
tensor(0.0050, grad_fn=<MseLossBackward0>),4170
tensor(0.0122, grad_fn=<MseLossBackward0>),4180
tensor(0.0107, grad_fn=<MseLossBackward0>),4190
tensor(0.0111, grad_fn=<MseLossBackward0>),4200
tensor(0.0006, grad_fn=<MseLossBackward0>),4210
tensor(0.0016, grad_fn=<MseLossBackward0>),4220
tensor(0.0017, grad_fn=<MseLossBackward0>),4230
tensor(0.0015, grad_fn=<MseLossBackward0>),4240
tensor(0.0020, grad_fn=<MseLossBackward0>),4250
tensor(0.0015, grad_fn=<MseLossBackward0>),4260
tensor(0.0074, grad_fn=<MseLossBackward0>),4270
tensor(0.0033, grad_fn=<MseLossBackward0>),4280
tensor(0.0203, grad_fn=<MseLossBackward0>),4290
tensor(0.0403, grad_fn=<MseLossBackward0>),4300
tensor(0.0019, grad_fn=<MseLossBackward0>),4310
tensor(0.0015, grad_fn=<MseLossBackward0>),4320
tensor(0.0097, grad_fn=<MseLossBackward0>),4330
tensor(0.0026, grad_fn=<MseLossBackward0>),4340
tensor(0.0013, grad_fn=<MseLossBackward0>),4350
tensor(0.0599, grad_fn=<MseLossBackward0>),4360
tensor(0.0024, grad_fn=<MseLossBackward0>),4370
tensor(0.0013, grad_fn=<MseLossBackward0>),4380
tensor(0.0012, grad_fn=<MseLossBackward0>),4390
tensor(0.0006, grad_fn=<MseLossBackward0>),4400
tensor(0.0095, grad_fn=<MseLossBackward0>),4410
tensor(0.0088, grad_fn=<MseLossBackward0>),4420
tensor(0.0041, grad_fn=<MseLossBackward0>),4430
tensor(0.0190, grad_fn=<MseLossBackward0>),4440
tensor(0.0021, grad_fn=<MseLossBackward0>),4450
tensor(0.0013, grad_fn=<MseLossBackward0>),4460
tensor(0.0012, grad_fn=<MseLossBackward0>),4470
tensor(0.0152, grad_fn=<MseLossBackward0>),4480
tensor(0.0167, grad_fn=<MseLossBackward0>),4490
tensor(0.0092, grad_fn=<MseLossBackward0>),4500
tensor(0.0023, grad_fn=<MseLossBackward0>),4510
tensor(0.0153, grad_fn=<MseLossBackward0>),4520
tensor(0.0040, grad_fn=<MseLossBackward0>),4530
tensor(0.0009, grad_fn=<MseLossBackward0>),4540
tensor(0.0034, grad_fn=<MseLossBackward0>),4550
tensor(0.0266, grad_fn=<MseLossBackward0>),4560
tensor(0.0117, grad_fn=<MseLossBackward0>),4570
tensor(0.0008, grad_fn=<MseLossBackward0>),4580
tensor(0.0003, grad_fn=<MseLossBackward0>),4590
tensor(0.0276, grad_fn=<MseLossBackward0>),4600
tensor(0.0085, grad_fn=<MseLossBackward0>),4610
tensor(0.0673, grad_fn=<MseLossBackward0>),4620
tensor(0.0007, grad_fn=<MseLossBackward0>),4630
tensor(0.0037, grad_fn=<MseLossBackward0>),4640
tensor(0.0409, grad_fn=<MseLossBackward0>),4650
tensor(0.0024, grad_fn=<MseLossBackward0>),4660
tensor(0.0110, grad_fn=<MseLossBackward0>),4670
tensor(0.0002, grad_fn=<MseLossBackward0>),4680
tensor(0.0050, grad_fn=<MseLossBackward0>),4690
tensor(0.0117, grad_fn=<MseLossBackward0>),4700
tensor(0.0096, grad_fn=<MseLossBackward0>),4710
tensor(0.0064, grad_fn=<MseLossBackward0>),4720
tensor(0.0324, grad_fn=<MseLossBackward0>),4730
tensor(0.0015, grad_fn=<MseLossBackward0>),4740
tensor(0.0135, grad_fn=<MseLossBackward0>),4750
tensor(0.0323, grad_fn=<MseLossBackward0>),4760
tensor(0.0005, grad_fn=<MseLossBackward0>),4770
tensor(0.0069, grad_fn=<MseLossBackward0>),4780
tensor(0.0176, grad_fn=<MseLossBackward0>),4790
tensor(0.0015, grad_fn=<MseLossBackward0>),4800
tensor(0.0008, grad_fn=<MseLossBackward0>),4810
tensor(0.0006, grad_fn=<MseLossBackward0>),4820
tensor(0.0142, grad_fn=<MseLossBackward0>),4830
tensor(0.0259, grad_fn=<MseLossBackward0>),4840
