Index,Labels,Loss,Dist10nn,,,,,,AUC: 0.632817137547477,,
61,1,0.033548442,0.067376295,0.02671584,0.001653273,0.000713736,,,,,
62,1,0.044742897,0.106597054,0.052035324,0.002976982,0.002707675,,,,,
63,1,0.013748341,0.040783405,0.024710715,0.000258331,0.000610619,,,,,
64,1,0.038470124,0.059994248,0.013222047,0.002187639,0.000174823,,,,,
65,1,0.035836127,0.048466426,0.004965124,0.001892363,2.46525E-05,,,,,
66,1,0.04454779,0.050334733,0.003984712,0.002148325,1.58779E-05,,,,,
67,1,0.014311954,0.04516321,0.028390625,0.00028132,0.000806028,,,,,
68,1,0.022556467,0.014535528,0.012475092,4.2454E-06,0.000155628,,,,,
69,1,0.015935382,0.004581116,0.014207442,9.26662E-05,0.000201851,,,,,
70,1,0.011336271,0.0046077,0.008469681,1.49149E-05,7.17355E-05,,,,,
71,1,0.014482903,0.037193469,0.0202086,0.000288486,0.000408388,,,,,
72,1,0.013608298,0.038641393,0.022742608,0.000252771,0.000517226,,,,,
73,1,0.078905774,0.248116382,0.151131192,0.009406127,0.022840637,,,,,
74,1,0.039427125,0.194867501,0.146906898,0.00230022,0.021581637,,,,,
75,1,0.063889161,0.265908252,0.187570691,0.006136773,0.035182764,,,,,
76,1,0.055336354,0.091831123,0.024114438,0.004585549,0.000581506,,,,,
77,1,0.023663228,0.04422758,0.015842583,0.000805708,0.000250987,,,,,
78,1,0.0341037,0.064098387,0.022748412,0.00170982,0.00051749,,,,,
79,1,0.004922363,0.020974405,0.015861815,2.61386E-05,0.000251597,,,,,
80,1,0.009089224,0.018705921,0.008418923,0.000105822,7.08783E-05,,,,,
81,1,0.011094856,0.049388074,0.036610481,0.000163267,0.001340327,,,,,
82,1,0.026732537,0.046915993,0.014719529,0.001036612,0.000216665,,,,,
83,1,0.042172185,0.046079116,0.005290303,0.001663727,2.79873E-05,,,,,
84,1,0.032201466,0.049138082,0.010150302,0.001520047,0.000103029,,,,,
85,1,0.038492676,0.04875611,0.001955905,0.002190259,3.82556E-06,,,,,
86,1,0.023684175,0.023131603,0.005279405,0.000318701,2.78721E-05,,,,,
87,1,0.014336328,0.016921303,0.000118451,0.000282336,1.40307E-08,,,,,
88,1,0.013654753,0.012412794,0.003543678,7.86612E-05,1.25577E-05,,,,,
89,1,0.03545982,0.046655491,0.003621486,0.001851926,1.31152E-05,,,,,
90,1,0.024250979,0.066329207,0.037214341,0.000847675,0.001384907,,,,,
91,1,0.021071061,0.011190688,0.013975356,7.75438E-06,0.000195311,,,,,
92,1,0.051048884,0.12905302,0.066660516,0.003892825,0.004443624,,,,,
93,1,0.021473052,0.02296089,0.002704346,0.000410328,7.31349E-06,,,,,
94,1,0.0175549,0.016085369,0.004714305,0.000129301,2.22247E-05,,,,,
95,1,0.02682309,0.027878407,0.004430506,0.000549804,1.96294E-05,,,,,
96,1,0.013239314,0.009850841,0.005589739,1.8157E-05,3.12452E-05,,,,,
97,1,0.027117175,0.107999924,0.075325817,0.001067597,0.005673979,,,,,
98,1,0.051757753,0.177073276,0.113800498,0.004003444,0.012950553,,,,,
99,1,0.045174241,0.127568683,0.07247131,0.00303572,0.005252091,,,,,
100,1,0.01798985,0.093848268,0.072508472,0.000455387,0.005257478,,,,,
101,1,0.011134596,0.027482801,0.01465586,0.00016453,0.000214794,,,,,
102,1,0.009653575,0.015480492,0.004492683,0.000120732,2.01842E-05,,,,,
103,1,0.013830563,0.025101993,0.0089272,0.000261624,7.96949E-05,,,,,
104,1,0.02553509,0.028707363,0.002002112,0.00071317,4.00845E-06,,,,,
105,1,0.13504135,0.336653462,0.169959114,0.027787006,0.0288861,,,,,
106,1,0.189114968,0.429710924,0.195867956,0.054682533,0.038364256,,,,,
107,1,0.124537073,0.29159941,0.137949273,0.023608365,0.019030002,,,,,
108,1,0.054627176,0.238502949,0.171666922,0.004467055,0.029469532,,,,,
109,1,0.031733323,0.041800452,0.003394013,0.001475055,1.15193E-05,,,,,
110,1,0.024674037,0.118876195,0.089235976,0.000878543,0.007963059,,,,,
111,1,0.04353333,0.124960671,0.071900981,0.002815331,0.005169751,,,,,
112,1,0.039960006,0.10082936,0.052207024,0.002364132,0.002725573,,,,,
113,1,0.025560471,0.06326988,0.032528887,0.000945009,0.001058129,,,,,
114,1,0.042815387,0.105034112,0.052865964,0.002721516,0.00279481,,,,,
115,1,0.039208043,0.060026567,0.012338019,0.002274198,0.000152227,,,,,
116,1,0.032006555,0.05519897,0.01645323,0.001501232,0.000270709,,,,,
117,1,0.013184211,0.053831116,0.038458963,0.000236303,0.001479092,,,,,
118,1,0.01760828,0.036756417,0.015890455,0.000435388,0.000252507,,,,,
119,1,0.00939783,0.031675396,0.02100517,0.000113854,0.000441217,,,,,
120,1,0.015583233,0.033367567,0.015016309,0.000336769,0.00022549,,,,,
121,1,0.012555195,0.034535982,0.01994494,0.000212898,0.000397801,,,,,
122,1,0.013035485,0.049243518,0.034056053,0.000230659,0.001159815,,,,,
123,1,0.023940229,0.049390398,0.020661422,0.000825354,0.000426894,,,,,
124,1,0.015095915,0.011131216,0.006614891,2.03972E-05,4.37568E-05,,,,,
125,1,0.024143044,0.080752019,0.051771186,0.000839889,0.002680256,,,,,
126,1,0.006373696,0.004304544,0.002610312,2.87042E-06,6.81373E-06,,,,,
127,1,0.01237889,0.005506588,0.008865517,1.12824E-05,7.85974E-05,,,,,
128,1,0.011604673,0.004505493,0.008905189,1.93573E-05,7.93024E-05,,,,,
129,1,0.023363849,0.071428161,0.043414933,0.000784741,0.001884856,,,,,
130,1,0.026186288,0.046179101,0.014660968,0.000993393,0.000214944,,,,,
131,1,0.010368726,0.051867366,0.039991482,0.000141037,0.001599319,,,,,
132,1,0.019553497,0.050435486,0.027153953,0.00054203,0.000737337,,,,,
133,1,0.010722835,0.020180921,0.007865304,0.000151674,6.1863E-05,,,,,
134,1,0.021957698,0.020496838,0.005770231,0.000216873,3.32956E-05,,,,,
135,1,0.015111183,0.020746405,0.002981337,0.000315598,8.88837E-06,,,,,
136,1,0.014498393,0.016533954,0.000470151,0.000258046,2.21042E-07,,,,,
137,1,0.018723764,0.028441594,0.006190424,0.000495115,3.83213E-05,,,,,
138,1,0.035188738,0.080644101,0.037946725,0.001823066,0.001439954,,,,,
139,1,0.026147548,0.046390943,0.014920918,0.000990363,0.000222634,,,,,
140,1,0.011265678,0.004932778,0.008056941,9.7604E-06,6.49143E-05,,,,,
141,1,0.008759523,0.003734576,0.006143,5.80051E-06,3.77364E-05,,,,,
142,1,0.012999638,0.002181251,0.0129617,0.000116218,0.000168006,,,,,
143,1,0.010313775,0.033683759,0.021876113,0.000139421,0.000478564,,,,,
144,1,0.021062766,0.047033849,0.021878106,0.000632811,0.000478652,,,,,
145,1,0.041598673,0.074523962,0.02386673,0.002566155,0.000569621,,,,,
146,1,0.010278688,0.018330719,0.006566644,0.000138393,4.31208E-05,,,,,
147,1,0.010296547,0.005919368,0.005866885,2.75448E-09,3.44203E-05,,,,,
148,1,0.008828329,0.02284896,0.012885941,9.92618E-05,0.000166047,,,,,
149,1,0.007269213,0.013889962,0.005863053,6.44313E-05,3.43754E-05,,,,,
150,1,0.023430933,0.058976666,0.030880133,0.000789415,0.000953583,,,,,
151,1,0.025265295,0.056945468,0.026571024,0.000922607,0.000706019,,,,,
152,1,0.030141869,0.082038831,0.045608659,0.001327157,0.00208015,,,,,
153,1,0.022763754,0.017436729,0.009831301,5.78425E-05,9.66545E-05,,,,,
154,1,0.012211118,0.002053709,0.012110057,0.00010113,0.000146653,,,,,
155,1,0.008993176,0.001811503,0.008356223,4.28334E-05,6.98265E-05,,,,,
156,1,0.023213893,0.016900561,0.010926451,3.569E-05,0.000119387,,,,,
157,1,0.026178845,0.066183187,0.034674297,0.00099281,0.001202307,,,,,
158,1,0.037033321,0.06201087,0.017022893,0.002023918,0.000289779,,,,,
159,1,0.01962983,0.04774323,0.024366907,0.000546452,0.000593746,,,,,
160,1,0.031439328,0.068441776,0.030400418,0.001447145,0.000924185,,,,,
161,1,0.027875952,0.06769732,0.034080962,0.00113006,0.001161512,,,,,
162,1,0.026381372,0.064550684,0.032790296,0.001008722,0.001075204,,,,,
163,1,0.026891851,0.038563096,0.006168795,0.001049391,3.8054E-05,,,,,
164,1,0.052302366,0.15485298,0.090903901,0.004089485,0.008263519,,,,,
165,1,0.021223315,0.072777637,0.047422525,0.000642882,0.002248896,,,,,
166,1,0.022217472,0.08992241,0.063332753,0.00070701,0.004011038,,,,,
167,1,0.01284075,0.030745122,0.015799479,0.000223372,0.000249624,,,,,
168,1,0.007648342,0.00772219,0.00077552,4.82562E-05,6.01432E-07,,,,,
169,1,0.012573882,0.019829488,0.005215241,0.000213576,2.71987E-05,,,,,
170,1,0.022903644,0.039240498,0.011798753,0.000753049,0.000139211,,,,,
171,1,0.022256932,0.01351751,0.013121148,1.57102E-07,0.000172165,,,,,
172,1,0.01343923,0.008806505,0.00688233,3.70245E-06,4.73665E-05,,,,,
173,1,0.028902618,0.027185278,0.007705993,0.000379443,5.93823E-05,,,,,
174,1,0.020259243,0.013334716,0.010823212,6.30765E-06,0.000117142,,,,,
175,1,0.016416399,0.005959828,0.013426056,5.57446E-05,0.000180259,,,,,
176,1,0.024757657,0.00557779,0.024166269,0.000345532,0.000584009,,,,,
177,1,0.019264142,0.028948979,0.006026767,0.000525428,3.63219E-05,,,,,
178,1,0.03727447,0.084829208,0.039541771,0.002050952,0.001563552,,,,,
179,1,0.083744719,0.199981397,0.096987205,0.010607804,0.009406518,,,,,
180,1,0.078124557,0.168369262,0.072354187,0.009218895,0.005235128,,,,,
181,1,0.00637831,0.013030778,0.006110192,4.78945E-05,3.73345E-05,,,,,
182,1,0.007723487,0.028914504,0.020323479,7.38057E-05,0.000413044,,,,,
183,1,0.152974653,0.232974828,0.044010904,0.035707364,0.00193696,,,,,
184,1,0.068405187,0.187999636,0.104054075,0.007046857,0.010827251,,,,,
185,1,0.07393296,0.189424477,0.098614528,0.008246447,0.009724825,,,,,
186,1,0.011096446,0.010696709,0.002082858,7.41984E-05,4.3383E-06,,,,,
187,1,0.009940544,0.010811081,0.000533086,0.000105637,2.84181E-07,,,,,
188,1,0.009008804,0.000940937,0.009246196,6.89773E-05,8.54921E-05,,,,,
189,1,0.011672219,0.020635058,0.007140497,0.000182103,5.09867E-05,,,,,
190,1,0.007151516,0.008971709,0.001090957,6.21063E-05,1.19019E-06,,,,,
191,1,0.007183359,0.01447716,0.006556864,6.27311E-05,4.29925E-05,,,,,
192,1,0.006226349,0.025840379,0.019108499,4.53182E-05,0.000365135,,,,,
193,1,0.008659403,0.009407078,0.000346169,8.21001E-05,1.19833E-07,,,,,
194,1,0.008632022,0.013714252,0.003995007,9.44637E-05,1.59601E-05,,,,,
195,1,0.018195682,0.025241722,0.003646324,0.000466361,1.32957E-05,,,,,
196,1,0.037560556,0.033869579,0.01177312,0.000488254,0.000138606,,,,,
197,1,0.017355122,0.025172277,0.004620687,0.000422368,2.13507E-05,,,,,
198,1,0.011886797,0.028455575,0.014694551,0.000189366,0.00021593,,,,,
199,1,0.005088203,0.023371344,0.018052813,2.82868E-05,0.000325904,,,,,
200,1,0.010678822,0.021881716,0.009620755,0.000150331,9.25589E-05,,,,,
201,1,0.012580237,0.009748759,0.004873379,2.37693E-05,2.37498E-05,,,,,
202,1,0.005105845,0.004259034,0.001081404,1.00973E-05,1.16943E-06,,,,,
203,1,0.008477604,0.009272975,0.000254514,8.13326E-05,6.47773E-08,,,,,
204,1,0.011728023,0.021215927,0.007652068,0.000183978,5.85541E-05,,,,,
205,1,0.014076968,0.007473101,0.009007679,2.35493E-06,8.11383E-05,,,,,
206,1,0.014272765,0.007647484,0.009076435,2.0419E-06,8.23817E-05,,,,,
207,1,0.014475348,0.003501908,0.013473579,9.94342E-05,0.000181537,,,,,
208,1,0.016843491,0.02398864,0.004072394,0.000396657,1.65844E-05,,,,,
209,1,0.019216234,0.027476279,0.004613559,0.000522704,2.12849E-05,,,,,
210,1,0.009639515,0.022787058,0.011816708,0.000120349,0.000139635,,,,,
211,1,0.007928481,0.033330745,0.024485157,7.82444E-05,0.000599523,,,,,
212,1,0.012889274,0.043402814,0.028396913,0.000225177,0.000806385,,,,,
213,1,0.024524547,0.045944309,0.016489727,0.000867572,0.000271911,,,,,
214,1,0.026843318,0.064700017,0.032365984,0.00104549,0.001047557,,,,,
215,1,0.013421639,0.043310861,0.02764387,0.000245455,0.000764184,,,,,
216,1,0.011689573,0.025112823,0.011596711,0.000182685,0.000134484,,,,,
217,1,0.042418916,0.117472603,0.065796793,0.002670389,0.004329218,,,,,
218,1,0.039303029,0.132121761,0.08431526,0.002285462,0.007109063,,,,,
219,1,0.038999417,0.130479648,0.083050172,0.002249555,0.006897331,,,,,
220,1,0.012543272,0.005786901,0.008789335,9.01461E-06,7.72524E-05,,,,,
221,1,0.027094781,0.014598781,0.018047517,1.18938E-05,0.000325713,,,,,
222,1,0.010369111,0.023218307,0.011341945,0.000141048,0.00012864,,,,,
223,1,0.033264768,0.035557589,0.0047506,0.000949071,2.25682E-05,,,,,
224,1,0.00574987,0.001706695,0.004433494,7.43544E-06,1.96559E-05,,,,,
225,1,0.015626929,0.008986058,0.009419463,1.8784E-07,8.87263E-05,,,,,
226,1,0.014703262,0.007237521,0.01002099,7.7477E-06,0.00010042,,,,,
227,1,0.134992006,0.302262926,0.135629852,0.027766581,0.018395457,,,,,
228,1,0.064908811,0.131502507,0.051898745,0.006336759,0.00269348,,,,,
229,1,0.013355216,0.009044124,0.006540383,6.26872E-06,4.27766E-05,,,,,
230,1,0.01402405,0.007392124,0.009022942,2.65957E-06,8.14135E-05,,,,,
231,1,0.037927199,0.080719878,0.034621882,0.002125025,0.001198675,,,,,
232,1,0.028097298,0.084243117,0.050351893,0.001148615,0.002535313,,,,,
233,1,0.024985223,0.075647038,0.045620388,0.0009016,0.00208122,,,,,
234,1,0.086591697,0.312310235,0.205780665,0.011348549,0.042345682,,,,,
235,1,0.121708571,0.418182123,0.26804442,0.02254133,0.071847811,,,,,
236,1,0.118479845,0.438161036,0.292032765,0.021353472,0.085283136,,,,,
237,1,0.088220329,0.287197217,0.178645212,0.011783538,0.031914112,,,,,
238,1,0.005731482,0.005464273,0.000653081,2.31476E-05,4.26515E-07,,,,,
239,1,0.028783368,0.020146674,0.014596513,3.08043E-05,0.000213058,,,,,
240,1,0.010568399,0.011174484,0.000949355,0.000104553,9.01274E-07,,,,,
241,1,0.030077223,0.059326512,0.022976616,0.001321315,0.000527925,,,,,
242,1,0.015344886,0.011123898,0.006931381,1.75772E-05,4.8044E-05,,,,,
243,1,0.016329236,0.009677691,0.009599953,6.04319E-09,9.21591E-05,,,,,
244,1,0.009069752,0.006766298,0.00349652,1.06914E-05,1.22257E-05,,,,,
245,1,0.019003299,0.058584846,0.035986549,0.000510683,0.001295032,,,,,
246,1,0.007318444,0.002876314,0.00521173,5.45417E-06,2.71621E-05,,,,,
247,1,0.023886724,0.053151034,0.024488501,0.000821541,0.000599687,,,,,
248,1,0.009852583,0.003294324,0.007940613,2.1588E-05,6.30533E-05,,,,,
249,1,0.008501712,0.002664567,0.006892859,1.78784E-05,4.75115E-05,,,,,
250,1,0.010384753,0.009395902,0.002499884,4.75551E-05,6.24942E-06,,,,,
251,1,0.015129281,0.003560384,0.014227156,0.00011378,0.000202412,,,,,
252,1,0.012578133,0.002969159,0.011650366,7.53633E-05,0.000135731,,,,,
253,1,0.026091753,0.040044352,0.008643613,0.000986006,7.47121E-05,,,,,
254,1,0.02928468,0.042286479,0.006920763,0.001250734,4.7897E-05,,,,,
255,1,0.024530561,0.042008881,0.01254683,0.000868012,0.000157423,,,,,
256,1,0.030807796,0.166051873,0.128794752,0.001388093,0.016588088,,,,,
257,1,0.023572334,0.040437766,0.012165642,0.000799313,0.000148003,,,,,
258,1,0.044280457,0.161737878,0.107750406,0.002914647,0.01161015,,,,,
259,1,0.020076808,0.039536098,0.015604718,0.000572711,0.000243507,,,,,
260,1,0.024666659,0.051120374,0.021489317,0.000878,0.000461791,,,,,
261,1,0.007595259,1.49E-05,0.008416863,7.05925E-05,7.08436E-05,,,,,
262,1,0.014760627,0.00343026,0.013899486,0.000109605,0.000193196,,,,,
263,1,0.016814175,1.56E-05,0.019864243,0.000393969,0.000394588,,,,,
264,1,0.017676172,0.038331935,0.017381665,0.000438914,0.000302122,,,,,
265,1,0.018257808,0.030426869,0.008754323,0.000469699,7.66382E-05,,,,,
266,1,0.014125686,0.038972603,0.022431327,0.000273614,0.000503164,,,,,
267,1,0.015961575,0.028238019,0.009416935,0.000354233,8.86787E-05,,,,,
268,1,0.016329068,0.028292662,0.009015226,0.00037162,8.12743E-05,,,,,
269,1,0.011058028,0.001172989,0.01155887,0.000107867,0.000133607,,,,,
270,1,0.015794306,0.007918634,0.010694736,7.70674E-06,0.000114377,,,,,
271,1,0.025392911,0.0211155,0.009417416,0.000136845,8.86877E-05,,,,,
272,1,0.014724417,0.002089896,0.015194885,0.000171741,0.000230885,,,,,
273,1,0.014891937,0.004532645,0.012960162,7.1023E-05,0.000167966,,,,,
274,1,0.007584381,0.006210268,0.002208016,1.6018E-05,4.87534E-06,,,,,
275,1,0.015547139,0.005976362,0.012330075,4.03697E-05,0.000152031,,,,,
276,1,0.006791054,0.004002287,0.003430844,3.26548E-07,1.17707E-05,,,,,
277,1,0.011659823,0.005620665,0.007858503,5.00792E-06,6.17561E-05,,,,,
278,1,0.012023075,0.008012877,0.005917377,4.39112E-06,3.50153E-05,,,,,
279,1,0.007970073,0.004759053,0.004138184,3.85479E-07,1.71246E-05,,,,,
280,1,0.007233365,0.00461673,0.003365662,1.56517E-06,1.13277E-05,,,,,
281,1,0.0075975,0.003662084,0.004772491,1.23301E-06,2.27767E-05,,,,,
282,1,0.012688835,0.005762951,0.008994044,1.044E-05,8.08928E-05,,,,,
283,1,0.014332336,0.001269946,0.015527949,0.000203291,0.000241117,,,,,
284,1,0.012656309,0.053622557,0.038905953,0.000216578,0.001513673,,,,,
285,1,0.014700309,0.064678581,0.047423738,0.00029773,0.002249011,,,,,
286,1,0.015907636,0.052196579,0.033442477,0.000351716,0.001118399,,,,,
287,1,0.013600405,0.048421013,0.032532031,0.00025246,0.001058333,,,,,
288,1,0.023098217,0.063198342,0.035514976,0.000766369,0.001261314,,,,,
289,1,0.013096919,0.058001955,0.0427382,0.000232982,0.001826554,,,,,
290,1,0.017945731,0.0494626,0.028177592,0.000453052,0.000793977,,,,,
291,1,0.011095229,0.076643296,0.063865241,0.000163279,0.004078769,,,,,
292,1,0.013333076,0.034023005,0.018465992,0.000242021,0.000340993,,,,,
293,1,0.011850652,0.038774659,0.025058519,0.000188133,0.000627929,,,,,
294,1,0.016444239,0.012335763,0.007084693,2.75737E-05,5.01929E-05,,,,,
295,1,0.014282375,0.009359269,0.007376584,3.93104E-06,5.4414E-05,,,,,
296,1,0.011197822,0.006403849,0.006501607,9.55664E-09,4.22709E-05,,,,,
297,1,0.008188222,0.009576126,0.000407991,8.40547E-05,1.66457E-07,,,,,
298,1,0.040968383,0.0818849,0.032010361,0.00248747,0.001024663,,,,,
299,1,0.043004848,0.085574693,0.033171274,0.002746118,0.001100333,,,,,
300,1,0.016241704,0.035631537,0.016462589,0.000367449,0.000271017,,,,,
301,1,0.013496205,0.023587509,0.007827922,0.000248365,6.12764E-05,,,,,
302,1,0.026434478,0.102859076,0.071032741,0.001012916,0.00504565,,,,,
303,1,0.012541917,0.034036009,0.019461456,0.000212418,0.000378748,,,,,
304,1,0.009290308,0.023043075,0.012506371,0.000111022,0.000156409,,,,,
305,1,0.012719458,0.014080641,0.000714382,0.000178657,5.10342E-07,,,,,
306,1,0.141340951,0.396143355,0.221626162,0.030456251,0.049118155,,,,,
307,1,0.149791227,0.387009874,0.201999129,0.034228976,0.040803648,,,,,
308,1,0.148003174,0.347562335,0.164771993,0.033412309,0.02714981,,,,,
309,1,0.130513983,0.307652865,0.146580601,0.025944274,0.021485873,,,,,
310,1,0.100592125,0.312695914,0.188780613,0.015355002,0.03563812,,,,,
311,1,0.029966988,0.083118591,0.046905585,0.001311382,0.002200134,,,,,
312,1,0.021451928,0.076796863,0.051157858,0.000657359,0.002617126,,,,,
313,1,0.034423128,0.097782526,0.056035885,0.001742782,0.00314002,,,,,
314,1,0.056226732,0.074169725,0.00534737,0.004736517,2.85944E-05,,,,,
315,1,0.021749583,0.087839297,0.061830664,0.000676449,0.003823031,,,,,
316,1,0.007069014,0.022321912,0.014543611,6.0502E-05,0.000211517,,,,,
317,1,0.003906224,0.021873501,0.018022752,1.48283E-05,0.00032482,,,,,
318,1,0.007240266,0.019233437,0.011242475,6.38555E-05,0.000126393,,,,,
319,1,0.010016691,0.028198205,0.016759479,0.000130844,0.00028088,,,,,
320,1,0.015381332,0.018903987,0.000803449,0.000327629,6.4553E-07,,,,,
321,1,0.012515539,0.020684285,0.006142488,0.000211464,3.77302E-05,,,,,
322,1,0.019207288,0.047451652,0.024600042,0.000522196,0.000605162,,,,,
323,1,0.014342431,0.013166671,0.00364376,9.06858E-05,1.3277E-05,,,,,
324,1,0.007985774,0.009904185,0.000987451,7.95081E-05,9.75059E-07,,,,,
325,1,0.019683535,0.018286616,0.005156398,0.000172403,2.65884E-05,,,,,
326,1,0.018724222,0.041733006,0.019481267,0.00049514,0.00037952,,,,,
327,1,0.024408651,0.040749567,0.011438904,0.000859115,0.000130849,,,,,
328,1,0.018267396,0.061407567,0.039723114,0.000470215,0.001577926,,,,,
329,1,0.01398507,0.046296452,0.029929791,0.000267868,0.000895792,,,,,
330,1,0.014918236,0.02944685,0.011921385,0.000307142,0.000142119,,,,,
331,1,0.011259845,0.029529392,0.016546917,0.000168545,0.0002738,,,,,
332,1,0.01391459,0.022621356,0.006342218,0.00026501,4.02237E-05,,,,,
333,1,0.024348717,0.039631544,0.010395307,0.000854758,0.000108062,,,,,
334,1,0.045803317,0.10344989,0.047571331,0.003122413,0.002263031,,,,,
335,1,0.011329957,0.010241983,0.002827557,5.49737E-05,7.99508E-06,,,,,
336,1,0.007950963,0.000853547,0.008019959,5.13575E-05,6.43197E-05,,,,,
337,1,0.026503402,0.054925562,0.023013637,0.001018371,0.000529627,,,,,
338,1,0.058586051,0.076849708,0.005097549,0.005148372,2.5985E-05,,,,,
339,1,0.160503497,0.429559209,0.231245967,0.039328142,0.053474697,,,,,
340,1,0.055143434,0.131268699,0.063791582,0.004553161,0.004069366,,,,,
341,1,0.086215593,0.302962569,0.196900046,0.011249259,0.038769628,,,,,
342,1,0.011094245,0.008811009,0.003965824,2.34758E-05,1.57278E-05,,,,,
343,1,0.008786361,0.044700909,0.034790006,9.8226E-05,0.001210345,,,,,
344,1,0.057354882,0.104137756,0.033914464,0.004931311,0.001150191,,,,,
